201607	2122492	2	64	0,00	339,17	407,00
201607	2122492	3	126	2,89	134,19	137,01
201607	2122492	3	16	0,00	17,69	18,06
201607	2122492	3	12	0,00	11,99	12,24
201607	2122492	3	97	0,00	131,83	134,60
201607	2122492	25	4	4,84	8,85	9,04
201607	2122492	27	4	4,84	8,85	9,04
201607	2122492	31	3	3,63	6,64	6,78
201607	2122492	63	4	4,84	8,85	9,04
201607	2122492	71	3	3,63	6,64	6,78
201607	2122492	7 037	8	9,68	17,71	18,08
201607	2122492	18 357	3	7,62	14,40	14,70
201607	2122492	18 370	3	34,71	20,23	24,27
201607	2122492	25 025	6	14,58	24,55	27,00
201607	2122492	25 811	10	26,40	50,00	55,00
201607	2122492	27 355	6	22,44	35,26	36,00
201607	2122492	27 356	27	75,06	105,04	107,25
201607	2122492	27 356	7	19,46	27,49	28,07
201607	2122492	28 281	3	8,10	36,73	37,50
201607	2122492	29 068	5	10,15	17,14	17,50
201607	2122492	29 068	3	6,09	10,28	10,50
201607	2122492	30 038	27	82,35	114,30	116,70
201607	2122492	30 038	8	24,40	34,08	34,80
201607	2122492	30 038	13	39,65	52,39	53,49
201607	2122492	30 040	4	5,24	9,25	9,44
201607	2122492	30 041	3	7,86	11,17	11,40
201607	2122492	30 041	4	10,48	14,89	15,20
201607	2122492	30 041	3	7,86	11,17	11,40
201607	2122492	30 042	15	40,20	57,79	59,00
201607	2122492	30 051	63	182,70	256,69	262,08
201607	2122492	30 051	88	255,20	358,55	366,08
201607	2122492	30 052	3	11,34	15,54	15,87
201607	2122492	30 060	5	8,50	13,52	13,80
201607	2122492	30 079	4	12,80	18,18	20,00
201607	2122492	30 189	7	19,04	26,94	27,51
201607	2122492	30 265	3	12,72	23,18	25,50
201607	2122492	30 265	4	16,96	30,91	34,00
201607	2122492	30 266	37	84,36	122,13	124,69
201607	2122492	30 266	10	22,80	33,01	33,70
201607	2122492	30 266	10	22,80	30,01	30,64
201607	2122492	30 266	3	6,84	8,90	9,09
201607	2122492	30 271	8	10,64	18,65	19,04
201607	2122492	30 276	10	181,10	229,58	234,40
201607	2122492	30 279	5	6,95	11,95	12,20
201607	2122492	30 285	7	18,69	26,53	27,09
201607	2122492	30 296	3	5,61	5,61	5,73
201607	2122492	30 303	5	7,90	11,88	12,13
201607	2122492	30 307	4	8,80	12,81	13,08
201607	2122492	30 325	59	71,39	120,18	122,70
201607	2122492	30 325	63	76,23	129,58	132,30
201607	2122492	30 325	19	22,99	38,14	38,94
201607	2122492	30 327	4	27,40	36,00	36,76
201607	2122492	30 338	8	17,76	25,78	26,32
201607	2122492	30 342	3	5,79	8,79	8,97
201607	2122492	30 344	18	28,08	46,01	46,98
201607	2122492	30 344	16	24,96	40,90	41,76
201607	2122492	30 346	84	131,04	214,73	219,24
201607	2122492	30 346	6	9,36	15,34	15,66
201607	2122492	30 346	7	10,92	17,89	18,27
201607	2122492	30 361	23	25,30	47,31	48,30
201607	2122492	30 361	21	23,10	43,19	44,10
201607	2122492	30 430	23	57,73	82,45	84,18
201607	2122492	30 430	11	27,61	39,43	40,26
201607	2122492	30 436	34	99,62	139,86	142,80
201607	2122492	30 436	39	114,27	160,43	163,80
201607	2122492	30 441	12	32,76	45,31	46,26
201607	2122492	30 473	9	12,69	21,21	21,66
201607	2122492	30 473	13	18,33	31,32	31,98
201607	2122492	30 473	4	5,64	9,64	9,84
201607	2122492	30 562	8	11,76	19,75	20,16
201607	2122492	30 562	4	5,88	9,87	10,08
201607	2122492	30 564	7	17,29	24,75	25,27
201607	2122492	30 565	76	146,68	219,99	224,61
201607	2122492	30 565	63	121,59	184,50	188,37
201607	2122492	30 565	7	13,51	15,50	15,83
201607	2122492	30 569	41	68,06	107,83	110,09
201607	2122492	30 569	9	14,94	23,89	24,39
201607	2122492	30 569	3	4,98	7,96	8,13
201607	2122492	30 600	3	3,99	12,27	13,50
201607	2122492	30 645	6	23,40	31,97	32,64
201607	2122492	30 645	4	15,60	21,31	21,76
201607	2122492	30 737	6	6,54	12,52	12,78
201607	2122492	30 772	3	95,13	115,92	118,35
201607	2122492	30 781	4	21,76	29,03	29,64
201607	2122492	30 795	49	73,99	122,76	125,34
201607	2122492	30 795	7	10,57	17,55	17,92
201607	2122492	31 029	4	4,84	8,85	9,04
201607	2122492	31 037	3	3,63	6,64	6,78
201607	2122492	31 047	4	4,84	8,85	9,04
201607	2122492	31 080	4	4,84	8,85	9,04
201607	2122492	31 081	4	4,84	8,85	9,04
201607	2122492	31 094	4	4,84	7,86	8,02
201607	2122492	31 107	10	12,10	22,14	22,60
201607	2122492	31 114	3	3,63	6,64	6,78
201607	2122492	31 114	3	3,63	6,64	6,78
201607	2122492	31 114	4	4,84	8,85	9,04
201607	2122492	31 115	9	10,89	19,75	20,16
201607	2122492	31 116	13	15,73	28,78	29,38
201607	2122492	31 116	9	10,89	19,92	20,34
201607	2122492	31 116	15	18,15	29,21	29,82
201607	2122492	31 118	3	3,63	5,64	5,76
201607	2122492	31 120	6	6,36	12,34	12,60
201607	2122492	31 120	7	7,42	14,40	14,70
201607	2122492	31 120	8	8,48	15,46	15,78
201607	2122492	31 121	5	5,30	10,28	10,50
201607	2122492	31 126	3	3,63	6,64	6,78
201607	2122492	31 177	4	4,84	8,85	9,04
201607	2122492	31 226	3	3,63	6,64	6,78
201607	2122492	31 226	3	3,63	5,64	5,76
201607	2122492	31 235	4	4,84	8,85	9,04
201607	2122492	31 244	4	4,84	8,85	9,04
201607	2122492	31 255	3	3,63	6,64	6,78
201607	2122492	31 263	4	4,84	8,85	9,04
201607	2122492	31 327	4	4,84	8,85	9,04
201607	2122492	31 328	9	10,89	19,92	20,34
201607	2122492	31 329	4	4,84	8,85	9,04
201607	2122492	31 388	8	9,68	17,71	18,08
201607	2122492	31 389	4	4,84	8,85	9,04
201607	2122492	31 401	6	7,26	13,28	13,56
201607	2122492	31 445	3	3,63	5,64	5,76
201607	2122492	31 448	9	10,89	19,92	20,34
201607	2122492	31 448	3	3,63	6,64	6,78
201607	2122492	31 449	6	7,26	13,28	13,56
201607	2122492	31 453	4	4,24	8,23	8,40
201607	2122492	31 517	4	4,24	8,23	8,40
201607	2122492	31 528	4	4,84	8,85	9,04
201607	2122492	31 533	4	4,24	8,23	8,40
201607	2122492	31 556	4	4,84	6,86	7,00
201607	2122492	31 588	4	4,24	8,23	8,40
201607	2122492	31 589	8	8,48	16,45	16,80
201607	2122492	31 590	4	4,24	8,23	8,40
201607	2122492	31 597	5	5,30	10,28	10,50
201607	2122492	31 612	3	3,63	6,64	6,78
201607	2122492	31 614	5	6,05	6,07	6,20
201607	2122492	31 615	5	6,05	11,07	11,30
201607	2122492	31 646	4	4,24	8,23	8,40
201607	2122492	31 682	7	7,42	14,40	14,70
201607	2122492	31 695	12	14,52	26,56	27,12
201607	2122492	31 695	3	3,63	6,64	6,78
201607	2122492	31 701	4	4,24	8,23	8,40
201607	2122492	31 706	4	4,84	8,85	9,04
201607	2122492	31 714	8	9,68	17,71	18,08
201607	2122492	31 742	4	4,24	8,23	8,40
201607	2122492	31 743	4	4,24	8,23	8,40
201607	2122492	31 743	4	4,24	8,23	8,40
201607	2122492	31 744	4	4,24	8,23	8,40
201607	2122492	31 782	4	4,84	8,85	9,04
201607	2122492	31 787	4	4,24	8,23	8,40
201607	2122492	31 817	4	4,24	8,23	8,40
201607	2122492	31 817	3	3,18	6,17	6,30
201607	2122492	31 822	3	3,63	6,64	6,78
201607	2122492	31 827	3	3,63	6,64	6,78
201607	2122492	31 864	6	6,36	12,34	12,60
201607	2122492	31 865	6	6,36	12,34	12,60
201607	2122492	31 910	5	5,30	10,28	10,50
201607	2122492	31 910	3	3,18	6,17	6,30
201607	2122492	31 921	5	5,30	10,28	10,50
201607	2122492	31 933	3	3,18	6,17	6,30
201607	2122492	31 935	3	3,63	6,64	6,78
201607	2122492	31 944	6	7,26	13,28	13,56
201607	2122492	31 945	4	4,84	8,85	9,04
201607	2122492	31 966	3	3,63	6,64	6,78
201607	2122492	31 969	4	4,84	8,85	9,04
201607	2122492	31 979	3	3,63	6,64	6,78
201607	2122492	31 980	3	3,63	6,64	6,78
201607	2122492	31 985	4	4,84	8,85	9,04
201607	2122492	31 988	7	8,47	15,49	15,82
201607	2122492	31 996	5	6,05	11,07	11,30
201607	2122492	33 093	133	146,30	258,57	264,00
201607	2122492	33 093	181	199,10	372,28	380,10
